4.有用性,0,0,0,0,5,,1.准确性,0,1,0,2,2,,2.相关性,0,1,2,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,3,2,,5.可读性,0,0,0,0,5
5.可读性,0,0,0,1,4,,1.准确性,0,0,0,2,3,,2.相关性,0,0,0,2,3,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,2,3,,5.可读性,0,0,0,0,5
有效填写量,5,,,,,,1.准确性,2,1,0,0,2,,2.相关性,2,1,0,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,2,0,1,0,2,,5.可读性,0,0,0,0,5
,,,,,,,1.准确性,2,1,0,0,2,,2.相关性,2,1,0,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,2,0,1,0,2,,5.可读性,0,0,0,0,5
4. 996392,,,,,,,1.准确性,0,0,0,0,5,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,0,5
问题,1（极差）,2,3,4,5（优秀）,,1.准确性,2,1,0,0,2,,2.相关性,2,1,0,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,3,0,2,,5.可读性,0,0,0,0,5
1.准确性,2,1,0,0,2,,1.准确性,0,0,0,0,5,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,0,5
2.相关性,2,1,0,0,2,,1.准确性,0,0,0,1,4,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,1,4
3.简洁性,0,0,0,0,5,,1.准确性,0,1,0,0,4,,2.相关性,0,0,1,0,4,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,1,0,4,,5.可读性,0,0,0,0,5
4.有用性,2,0,0,1,2,,1.准确性,0,1,2,0,2,,2.相关性,0,0,3,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,2,1,2,,5.可读性,0,0,0,0,5
5.可读性,2,0,0,0,3,,1.准确性,0,1,0,0,4,,2.相关性,0,1,2,0,2,,3.简洁性,0,0,0,0,5,,4.有用性,2,1,0,0,2,,5.可读性,0,0,0,0,5
有效填写量,5,,,,,,1.准确性,0,0,0,1,4,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,0,5
,,,,,,,1.准确性,0,0,0,1,4,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,0,5
5. 2070183,,,,,,,1.准确性,0,0,0,0,5,,2.相关性,0,0,0,0,5,,3.简洁性,0,0,0,0,5,,4.有用性,0,0,0,0,5,,5.可读性,0,0,0,0,5
问题,1（极差）,2,3,4,5（优秀）,,,16,17,9,9,99,,,16,16,15,8,95,,,0,0,0,4,146,,,14,9,17,12,98,,,2,0,0,6,142
1.准确性,0,1,0,0,4,,,,,,,20.26666667,,,,,,,20,,,,,,,24.86666667,,,,,,,20.7,,,,,,,24.53333333
2.相关性,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. 2070158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7. 994983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. 447093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9. 1593774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. 1597133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11. 1598133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12. 1592700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13. 1592821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. 2080787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15. 1368495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16. 600634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17. 1951129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18. 151737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19. 1728288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20. 1892276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21. 2426789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,2,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22. 1895155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23. 1892275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24. 1895148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25. 1728448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26. 441673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27. 1702029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,0,0,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28. 1701863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,1,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.简洁性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.有用性,2,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.可读性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有效填写量,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29. 1701986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
问题,1（极差）,2,3,4,5（优秀）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.准确性,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.相关性,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
