题目,难度,是否前十
39559464,29,True
38171978,29,False
32431442,30,True
41262899,30,True
31985308,30,True
42762772,30,True
41480560,34,True
35969509,34,True
37085130,34,True
39659757,37,False
34189432,37,True
33568193,37,False
31991091,37,True
32060723,37,True
32762665,37,False
31778487,37,True
34914575,37,True
35803808,37,False
33527521,37,True
36702599,37,True
42744397,37,False
34955722,37,False
40717129,37,True
36480597,37,True
44485526,37,True
40962045,39,True
37396442,39,True
43084389,39,False
41994888,39,True
37234654,39,True
41127680,40,True
35859578,40,True
39768975,40,False
36217434,40,True
35823320,40,True
36157284,41,True
41616850,41,False
36943089,41,True
42060801,41,True
41107490,41,True
41112929,41,True
35833338,42,True
35830288,42,True
45939520,42,True
39538384,42,True
36884154,42,True
34193156,42,False
39824908,42,False
39838809,45,True
45784125,45,True
37723878,45,False
41619095,45,True
39520861,45,True
42744914,45,True
39556353,46,True
34717128,46,False
35804211,47,True
36009120,48,True
41703534,51,True
37579490,51,True
37743068,51,True
37735588,51,True
40789642,51,True
35960124,55,True
41861071,55,False
34490980,55,True
36911248,55,True
34818581,55,True
41090309,55,True
39759164,55,True
34894448,55,False
38489768,57,True
39476501,57,True
37104826,57,True
35783392,57,True
39746427,57,True
32510201,57,True
32100030,57,True
31985000,57,True
37614473,58,False
38131848,58,False
42085215,60,True
37378925,60,True
31905604,62,False
37898752,62,True
39207941,64,True
44839357,64,False
40144413,64,False
40391437,64,False
39201861,64,False
44606166,64,True
41462949,66,True
39098757,66,False
39730841,66,False
38993379,66,True
44835970,66,True
41619931,68,True
43023184,72,True
46182357,72,False
36357687,74,True
36358075,74,True
36349852,74,False
39835201,79,True
31791952,80,True
36028662,81,True
40109349,82,True
36124570,82,True
38135248,82,True
36286439,82,True
39537559,82,True
35777607,82,True
41622328,83,True
37040464,83,True
36119404,95,True
40565247,95,True
41620827,95,True
37288030,103,False
35814963,103,False
36295991,103,True
38556844,103,True
41847550,103,True
41842824,104,True
41819913,106,True
39550872,106,False
45784672,106,True
38571992,106,False
42054949,106,True
40795105,106,False
40325124,106,False
45040873,106,True
42045770,123,True
44866224,123,True
40391146,131,False
38101805,136,True
44905497,143,False
37919370,147,True
39740227,147,True
39765997,147,True
42172145,147,True
39759478,152,False
45076816,152,False
37749460,152,False
39222532,152,False
45229510,152,False
40816235,152,False
42032187,152,False
46000992,152,True
38010760,152,False
45007102,152,False
45800810,165,True
45894544,165,True
46037911,165,True
38070668,165,True
31786237,165,False
45548957,165,False
40066675,165,False
39993217,167,False
41907905,171,False
38577024,171,True
39147511,178,True
40911175,178,True
37103600,178,True
42823813,180,True
45526829,180,False
36472839,181,False
33002740,183,False
32809318,183,True
35979661,183,False
35930594,183,True
32458656,183,False
38138350,183,False
41218375,192,True
34484492,192,True
33022279,192,False
31782536,192,True
40764483,202,False
35810634,202,False
38308882,202,True
41127390,202,False
36551481,220,False
36374277,220,False
32852028,246,False
37917363,267,True
37917468,267,True
42100663,267,True
40797574,272,False
44833532,298,True
45269340,326,True
38476918,326,True
41892231,326,True
39706701,327,True
45995309,336,True
45925297,336,False
41857870,336,True
46054837,336,True
45939086,336,False
35061036,351,False
34133094,351,False
36786321,354,False
38900447,362,True
36552375,362,False
45324992,362,False
38678051,379,True
38909344,384,True
41927847,403,True
42091640,403,True
36157274,409,True
42091098,413,True
36569376,414,True
39526653,441,True
41340282,451,False
38936478,453,False
39960192,511,True
38104176,511,False
40147071,511,True
36178147,517,False
34279690,517,False
42093993,518,True
42249951,524,False
38651019,524,False
36897168,536,True
36904032,539,False
33751949,539,True
35045592,541,True
43531547,574,True
42014458,637,False
36391601,637,True
45798480,678,False
37716190,687,False
37638220,687,False
46157583,687,False
45301353,726,True
36116766,745,True
36188928,758,False
37131801,766,True
45457782,787,False
45484832,787,True
34048575,788,True
37098242,801,True
37124101,832,False
39995044,842,True
46182551,865,True
45297967,873,False
45269480,880,False
40916880,884,True
33562974,884,True
39598729,886,False
33036952,899,False
39786751,916,False
32576769,921,False
40160260,963,False
38646312,1016,False
39537670,1031,True
43231157,1043,False
36331322,1069,True
44602159,1073,True
44834561,1073,True
31612827,1084,False
38837193,1119,False
38097890,1125,False
44920254,1148,True
37737774,1154,False
38564719,1203,False
38475036,1211,False
45041887,1211,False
38921282,1213,False
44376368,1213,False
44386829,1213,False
42792765,1227,False
38022241,1256,False
38901646,1264,False
40984264,1309,False
37452037,1402,True
35840794,1421,False
45746906,1463,True
31947563,1491,True
35990523,1519,True
40175213,1589,True
37568225,1601,False
31106697,1657,False
38682048,1659,True
40807993,1677,True
29931120,1678,False
43551496,1734,False
37704403,1786,True
37596413,1807,True
46163023,2121,False
