题目,难度,是否前十
45894544,165,False
46037911,165,True
38070668,165,False
31786237,165,False
45548957,165,False
40066675,165,False
39993217,167,False
41907905,171,False
38577024,171,True
39147511,178,False
40911175,178,False
37103600,178,False
42823813,180,True
45526829,180,False
36472839,181,False
33002740,183,False
32809318,183,False
35979661,183,False
35930594,183,True
32458656,183,True
38138350,183,False
41218375,192,False
34484492,192,False
33022279,192,False
31782536,192,False
40764483,202,False
35810634,202,True
38308882,202,False
41127390,202,False
36551481,220,False
36374277,220,False
32852028,246,False
37917363,267,False
37917468,267,False
42100663,267,True
40797574,272,False
44833532,298,False
45269340,326,False
38476918,326,False
41892231,326,True
39706701,327,False
45995309,336,True
45925297,336,True
41857870,336,False
46054837,336,True
45939086,336,False
35061036,351,False
34133094,351,False
36786321,354,False
38900447,362,False
36552375,362,False
45324992,362,False
38678051,379,True
38909344,384,False
41927847,403,False
42091640,403,True
36157274,409,False
42091098,413,True
36569376,414,False
39526653,441,False
41340282,451,False
38936478,453,False
39960192,511,False
38104176,511,False
40147071,511,False
36178147,517,False
34279690,517,True
42093993,518,False
42249951,524,False
38651019,524,False
36897168,536,False
36904032,539,False
33751949,539,False
35045592,541,False
43531547,574,False
42014458,637,False
36391601,637,False
45798480,678,False
37716190,687,False
37638220,687,False
46157583,687,False
45301353,726,False
36116766,745,True
36188928,758,False
37131801,766,False
45457782,787,True
45484832,787,False
34048575,788,False
37098242,801,False
37124101,832,False
39995044,842,False
46182551,865,False
45297967,873,False
45269480,880,False
40916880,884,False
33562974,884,True
39598729,886,False
33036952,899,False
39786751,916,False
32576769,921,False
40160260,963,False
38646312,1016,False
39537670,1031,False
43231157,1043,False
36331322,1069,False
44602159,1073,True
44834561,1073,False
31612827,1084,False
38837193,1119,False
38097890,1125,False
44920254,1148,False
37737774,1154,False
38564719,1203,False
38475036,1211,False
45041887,1211,False
38921282,1213,False
44376368,1213,False
44386829,1213,False
42792765,1227,False
38022241,1256,False
38901646,1264,False
40984264,1309,True
37452037,1402,False
35840794,1421,False
45746906,1463,False
31947563,1491,True
35990523,1519,False
40175213,1589,True
37568225,1601,False
31106697,1657,False
38682048,1659,False
40807993,1677,True
29931120,1678,False
43551496,1734,False
37704403,1786,False
37596413,1807,False
46163023,2121,False
